Country,League
Invitational tournaments,WK League
Invitational tournaments,S1 League
Invitational tournaments,Kit Premier League Division I
Invitational tournaments,Kit Premier League Division II
Invitational tournaments,Sri Lanka FA Cup
Invitational tournaments,Syrian Premier League
Invitational tournaments,Syrian League 1st Division
Invitational tournaments,Syrian League 2nd Division
Invitational tournaments,Syrian Cup
Invitational tournaments,Syrian Super Cup
Invitational tournaments,Taiwan Football Premier League
Invitational tournaments,Taiwan Football Challenge League
Invitational tournaments,Intercity Football League
Invitational tournaments,Taiwan Football Premier League
Invitational tournaments,Enterprise Football League
Invitational tournaments,Intercity Football League
Invitational tournaments,Highschool Football League
Invitational tournaments,National Youth Cup
Invitational tournaments,National High School Games
Invitational tournaments,Chinese Taipei FA Cup
Invitational tournaments,Taiwan Mulan Football League
Invitational tournaments,Vysshaya Liga
Invitational tournaments,Tajikistan First League
Invitational tournaments,Tajikistan Second League
Invitational tournaments,Tajikistan Cup
Invitational tournaments,Tajikistan Super Cup
Invitational tournaments,TFF Cup
Invitational tournaments,Thai League 1
Invitational tournaments,Thai League 2
Invitational tournaments,Thai League 3
Invitational tournaments,Thailand Semi-Pro League
Invitational tournaments,Thailand Amateur League
Invitational tournaments,Thai League 4
Invitational tournaments,Thai FA Cup
Invitational tournaments,Thai League Cup
Invitational tournaments,Thailand Champions Cup
Invitational tournaments,Thai League 1
Invitational tournaments,Thai FA Cup
Invitational tournaments,Thai League All-Star Football
Invitational tournaments,Provincial League
Invitational tournaments,Kor Royal Cup
Invitational tournaments,Khǒr Royal Cup
Invitational tournaments,Khor Royal Cup
Invitational tournaments,Ngor Royal Cup
Invitational tournaments,Liga Futebol Timor-Leste
Invitational tournaments,Liga Futebol Amadora Primeira Divisão
Invitational tournaments,Liga Futebol Amadora Segunda Divisão
Invitational tournaments,Liga Futebol Amadora Terceira Divisão
Invitational tournaments,Taça 12 de Novembro
Invitational tournaments,LFA Super Taça
Invitational tournaments,Ýokary Liga
Invitational tournaments,Birinji Liga
Invitational tournaments,Turkmenistan Cup
Invitational tournaments,Turkmenistan Super Cup
Invitational tournaments,UAE Pro League
Invitational tournaments,UAE First Division League
Invitational tournaments,UAE Second Division League
Invitational tournaments,UAE Third Division League
Invitational tournaments,UAE President's Cup
Invitational tournaments,UAE League Cup
Invitational tournaments,UAE FA cup
Invitational tournaments,UAE Super Cup
Invitational tournaments,Uzbekistan Super League
Invitational tournaments,Uzbekistan Pro League
Invitational tournaments,Uzbekistan Pro-B League
Invitational tournaments,Uzbekistan Second League
Invitational tournaments,Uzbekistan Cup
Invitational tournaments,Uzbekistan League Cup
Invitational tournaments,Uzbekistan Super Cup
Invitational tournaments,Uzbekistan PFL Cup
Invitational tournaments,V.League 1
Invitational tournaments,V.League 2
Invitational tournaments,Vietnamese League Two
Invitational tournaments,Vietnamese League Three
Invitational tournaments,Vietnamese Women's Football Championship
Invitational tournaments,Vietnamese National Football Cup
Invitational tournaments,Vietnamese Super Cup
Invitational tournaments,Yemeni League
Invitational tournaments,Yemeni Second Division
Invitational tournaments,Yemeni President Cup
Invitational tournaments,Yemeni Super Cup
Invitational tournaments,Confederation of African Football
Invitational tournaments,Africa Cup of Nations
Invitational tournaments,African Nations League
Invitational tournaments,U-23 Africa Cup of Nations
Invitational tournaments,U-20 Africa Cup of Nations
Invitational tournaments,U-17 Africa Cup of Nations
Invitational tournaments,Women's Africa Cup of Nations
Invitational tournaments,CAF Women's Olympic Qualifying Tournament
Invitational tournaments,African U-20 Women's World Cup qualification
Invitational tournaments,African U-17 Women's World Cup qualification
Invitational tournaments,African Games
Invitational tournaments,African Nations Championship
Invitational tournaments,Afro-Asian Cup of Nations
Invitational tournaments,CECAFA Cup
Invitational tournaments,COSAFA Cup
Invitational tournaments,COSAFA Women's Championship
Invitational tournaments,WAFU Nations Cup
Invitational tournaments,U-17 UNIFFAC Cup
Invitational tournaments,UNAF U-23 Tournament
Invitational tournaments,CEMAC Cup
Invitational tournaments,Amílcar Cabral Cup
Invitational tournaments,CAF Champions League
Invitational tournaments,CAF Confederation Cup
Invitational tournaments,CAF Super Cup
Invitational tournaments,CAF Women's Champions League
Invitational tournaments,CAF Cup
Invitational tournaments,African Football League
Invitational tournaments,African Cup Winners' Cup
Invitational tournaments,Afro-Asian Club Championship
Invitational tournaments,UNAF Nessma Cup
Invitational tournaments,West African Club Championship
Invitational tournaments,CECAFA Club Cup
Invitational tournaments,Algerian Ligue Professionnelle 1
Invitational tournaments,Algerian Ligue Professionnelle 2
Invitational tournaments,Ligue Nationale
Invitational tournaments,Ligue Inter-Régions
Invitational tournaments,Ligue Régional I
Invitational tournaments,II
Invitational tournaments,Algerian Cup
Invitational tournaments,Algerian Super Cup
Invitational tournaments,Algerian Championnat National
Invitational tournaments,Algerian Cup
Invitational tournaments,Algerian League Cup
Invitational tournaments,Algerian Women's Championship
Invitational tournaments,Algerian Women's Cup
Invitational tournaments,Girabola
Invitational tournaments,Segundona
Invitational tournaments,Angolan Provincial Football Stage
Invitational tournaments,Angolan SuperCup
Invitational tournaments,Girabola
Invitational tournaments,Angolan Cup
Invitational tournaments,Angolan Cup
Invitational tournaments,Angolan Women's Football League
Invitational tournaments,Campeonato Provincial de Futebol Feminino de Angola
Invitational tournaments,Benin Premier League
Invitational tournaments,Benin Second Division
Invitational tournaments,Benin Cup
Invitational tournaments,Benin Super Cup
Invitational tournaments,Botswana Premier League
Invitational tournaments,Botswana First Division North
Invitational tournaments,Botswana First Division South
Invitational tournaments,Botswana Division One
Invitational tournaments,FA Challenge Cup (Botswana)
Invitational tournaments,Botswana Independence Cup
Invitational tournaments,Orange Kabelano Charity Cup
Invitational tournaments,Mascom Top 8 Cup
Invitational tournaments,Burkinabé Premier League
Invitational tournaments,Coupe du Faso
Invitational tournaments,Burkinabé SuperCup
Invitational tournaments,Burundi Premier League
Invitational tournaments,Burundian Cup
Invitational tournaments,Burundi Super Cup
Invitational tournaments,Championnat du Cameroun de football
Invitational tournaments,Cameroon Deuxième Division
Invitational tournaments,Cameroon Cup
Invitational tournaments,Super Coupe Roger Milla
Invitational tournaments,Cape Verdean Football Championship
Invitational tournaments,Santiago South Premier Division
Invitational tournaments,Cape Verdean Cup
Invitational tournaments,Cape Verdean Super Cup
Invitational tournaments,Cape Verde Independence Cup
Invitational tournaments,Central African Republic League
Invitational tournaments,Central African Republic League D2
Invitational tournaments,Coupe Nationale
Invitational tournaments,Central African Republic Supercoupe
Invitational tournaments,Chad Premier League
Invitational tournaments,Chad Division 2
Invitational tournaments,Chad Cup
Invitational tournaments,Chad Super Cup
Invitational tournaments,Coupe de Ligue de N'Djaména
Invitational tournaments,Comoros Premier League
Invitational tournaments,Comoros Cup
Invitational tournaments,Comoros Super Cup
Invitational tournaments,Congo Premier League
Invitational tournaments,Coupe du Congo
Invitational tournaments,Super Coupe du Congo
Invitational tournaments,Linafoot
Invitational tournaments,Linafoot Ligue 2
Invitational tournaments,Coupe du Congo
Invitational tournaments,Super Coupe du Congo
Invitational tournaments,Djibouti Premier League
Invitational tournaments,Djibouti Cup
Invitational tournaments,Djibouti Super Cup
Invitational tournaments,Egyptian Premier League
Invitational tournaments,Egyptian Second Division A
Invitational tournaments,Egyptian Second Division B
Invitational tournaments,Egyptian Third Division
Invitational tournaments,Egypt Development League
Invitational tournaments,Egypt Cup
Invitational tournaments,Egyptian Super Cup
Invitational tournaments,Egyptian League Cup
Invitational tournaments,Egypt's Love Cup
Invitational tournaments,EFA League Cup
Invitational tournaments,Sultan Hussein Cup
Invitational tournaments,Equatoguinean Primera División
Invitational tournaments,Equatorial Guinea Segunda División
Invitational tournaments,Equatoguinean Cup
Invitational tournaments,Equatoguinean SuperCup
Invitational tournaments,Eritrean Premier League
Invitational tournaments,Eritrean Cup
Invitational tournaments,Premier League of Eswatini
Invitational tournaments,Swazi Cup
Invitational tournaments,Swazi Charity Cup
Invitational tournaments,Ethiopian Premier League
Invitational tournaments,Ethiopian Higher League
Invitational tournaments,Ethiopian First League
Invitational tournaments,Ethiopian Cup
Invitational tournaments,Addis Ababa City Cup
Invitational tournaments,Ethiopian Super Cup
Invitational tournaments,Gabon Championnat National D1
Invitational tournaments,Gabon Championnat National D2
Invitational tournaments,Coupe du Gabon Interclubs
Invitational tournaments,Supercoupe du Gabon
Invitational tournaments,GFA League First Division
Invitational tournaments,GFA League Second Division
Invitational tournaments,GFA League Third Division
Invitational tournaments,Gambian Cup
Invitational tournaments,Gambian Super Cup
Invitational tournaments,Ghana Premier League
Invitational tournaments,Ghana Football Leagues
Invitational tournaments,Ghanaian FA Cup
Invitational tournaments,Ghana Super Cup
Invitational tournaments,Guinée Championnat National
Invitational tournaments,Guinée Coupe Nationale
Invitational tournaments,Supercoupe de Guinée
Invitational tournaments,Campeonato Nacional da Guiné-Bissau
Invitational tournaments,Taça Nacional da Guiné Bissau
Invitational tournaments,SuperTaça Nacional da Guiné-Bissau
Invitational tournaments,Ligue 1
Invitational tournaments,Ligue 2
Invitational tournaments,Championnat Division 3
Invitational tournaments,Coupe de Côte d'Ivoire de football
Invitational tournaments,Coupe Houphouët-Boigny
Invitational tournaments,Kenyan Premier League
Invitational tournaments,Kenyan National Super League
Invitational tournaments,FKF Division One
